component_id,excel_row,source,plant_name,original_district,allocated_district,balancing_area,original_capacity_mw,allocation_share,allocated_capacity_mw,allocation_method,source_url,confidence,notes
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Theni,Madurai,6.4,0.019954045229169184,0.1277058894666828,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Thoothukudi,Tirunelveli,6.4,0.007256016446970612,0.04643850526061192,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Tiruchirappalli,Trichy,6.4,0.021768049340911838,0.13931551578183576,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Tirunelveli,Tirunelveli,6.4,0.1209336074495102,0.7739750876768654,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Tiruvallur,Chennai North,6.4,0.00568387955012698,0.03637682912081267,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Tiruvannamalai,Villupuram,6.4,0.09408634659571893,0.6021526182126012,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Viluppuram,Villupuram,6.4,0.07739750876768653,0.4953440561131938,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Statewide / multiple districts,Virudhunagar,Tirunelveli,6.4,0.018079574313701774,0.11570927560769136,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Chennai,Chennai North,138.2,9.888203792904956e-05,0.013665497641794649,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Coimbatore,Coimbatore,138.2,0.0045881265599079,0.6340790905792717,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Cuddalore,Villupuram,138.2,0.03586649279762486,4.956749304631756,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Dharmapuri District Co-operative Sugar Mills,Statewide / multiple districts,Dharmapuri,Vellore,138.2,0.08683068017366137,12.0,Historical plant decomposition from Prayas/CEA evidence,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,Medium,Identified as part of the ICED statewide 138.2 MW category; Not present in the older Prayas extract; added from the later CEA plant-wise bagasse list. Capacity is deducted from the residual proxy balance to avoid double counting.
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Dharmapuri,Vellore,138.2,0.005932922275742974,0.8199298585076789,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Dindigul,Madurai,138.2,0.002966461137871487,0.4099649292538394,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Erode,Erode,138.2,0.03836623071647123,5.302213085016325,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Kancheepuram,Chennai South,138.2,0.024918273558120492,3.443705405732252,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Karur,Trichy,138.2,0.008701619337756362,1.202563792477929,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Madurai,Madurai,138.2,0.003955281517161982,0.546619905671786,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Namakkal,Erode,138.2,0.0009888203792904956,0.1366549764179465,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Perambalur Co-operative Sugar Mills,Statewide / multiple districts,Perambalur,Trichy,138.2,0.13024602026049206,18.0,Historical plant decomposition from Prayas/CEA evidence,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Medium,Identified as part of the ICED statewide 138.2 MW category; Prayas raw location says Cuddalore; CEA and Tamil Nadu sources place the mill in Perambalur. Capacity is deducted from the residual proxy balance to avoid double counting.
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Perambalur,Trichy,138.2,0.023336160951255697,3.225057443463537,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Pudukkottai,Trichy,138.2,0.014041249385925037,1.94050066513484,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Sivagangai,Madurai,138.2,0.023336160951255697,3.225057443463537,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Arignar Anna Co-operative Sugar Mills,Statewide / multiple districts,Thanjavur,Trichy,138.2,0.10853835021707671,15.0,Historical plant decomposition from Prayas/CEA evidence,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Medium,Identified as part of the ICED statewide 138.2 MW category; Plant is present in Prayas and the CEA bagasse list. Capacity is deducted from the residual proxy balance to avoid double counting.
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Thanjavur,Trichy,138.2,0.020535821637105014,2.838050550247913,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Theni,Madurai,138.2,0.006526214503317271,0.9019228443584467,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251.0,Bio Power,Unidentified balance of statewide bio-power residual,Statewide / multiple districts,Thoothukudi,Tirunelveli,138.2,0.0023731689102971893,0.32797194340307156,Residual proxy after subtracting Prayas/CEA-identified plants,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,Low,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares."
